"position.page","position.position","position.global_position","asin","price.discounted","price.current_price","price.currency","price.before_price","price.savings_amount","price.savings_percent","reviews.total_reviews","reviews.rating","url","score","sponsored","amazonChoice","bestSeller","amazonPrime","title","thumbnail"
1,4,4,"B09N3LHCXR",true,2841,"JPY",4688,1847,39.4,0,0,"https://www.amazon.jp/dp/B09N3LHCXR",0,false,false,false,false,"adidas Galaxy 6 GX7256 Men's Running Shoes","https://m.media-amazon.com/images/I/51EEKZOwW-L._AC_UL320_.jpg"
1,5,5,"B0DHCRZ6BK",true,4934,"JPY",6852,1918,27.99,0,0,"https://www.amazon.jp/dp/B0DHCRZ6BK",0,false,false,false,false,"adidas Men's Tricot Tracksuit Jersey Top and Bottom Set","https://m.media-amazon.com/images/I/61L3e+s-DIL._AC_UL320_.jpg"
1,6,6,"B0CYP8N7PT",true,4735,"JPY",9376,4641,49.5,0,0,"https://www.amazon.jp/dp/B0CYP8N7PT",0,false,false,false,false,"[アディダス] スウェット パーカー Z.N.E. フルジップ フード付きトラックジャケット KTJ50 メンズ","https://m.media-amazon.com/images/I/417TCxYNkkL._AC_UL320_.jpg"
1,7,7,"B0DHBZMZT2",true,2311,"JPY",4688,2377,50.7,0,0,"https://www.amazon.jp/dp/B0DHBZMZT2",0,false,false,false,false,"adidas(アディダス) ジャージトップ3ストライプス トラックトップ JZR00メンズ","https://m.media-amazon.com/images/I/71pZapIvcvL._AC_UL320_.jpg"
1,9,9,"B0DHCW3BPY",true,2610,"JPY",4327,1717,39.68,0,0,"https://www.amazon.jp/dp/B0DHCW3BPY",0,false,false,false,false,"adidas(アディダス) スウェット パンツエッセンシャルズ フレンチテリー テーパード カフ ロゴパンツ ECQ57メンズ","https://m.media-amazon.com/images/I/71+LWtQm5nL._AC_UL320_.jpg"
2,1,10,"B0CZCD93FS",true,1273,"JPY",1803,530,29.4,0,0,"https://www.amazon.jp/dp/B0CZCD93FS",0,false,false,false,false,"adidas(アディダス) キャップ軽量ベースボールキャップ KTM49メンズ","https://m.media-amazon.com/images/I/81c-uVZWVML._AC_UL320_.jpg"
2,2,11,"B0BXRSW3QJ",true,1428,"JPY",2164,736,34.01,0,0,"https://www.amazon.jp/dp/B0BXRSW3QJ",0,false,false,false,false,"Adidas TR-ES Men's Woven Shorts, Half Pants","https://m.media-amazon.com/images/I/51QY-kseDlL._AC_UL320_.jpg"
2,3,12,"B0FH59NDW1",true,1574,"JPY",2019,445,22.04,0,0,"https://www.amazon.jp/dp/B0FH59NDW1",0,false,false,false,false,"Adidas ADGB-15073 Outdoor Sports Gloves, Climalite Material (Heat Retention, Moisture Permeability), Black","https://m.media-amazon.com/images/I/61D2qnKVkCL._AC_UL320_.jpg"
2,4,13,"B09LHJPSJL",true,1453,"JPY",2878,1425,49.51,0,0,"https://www.amazon.jp/dp/B09LHJPSJL",0,false,false,false,false,"adidas(アディダス) ロングパンツ エアロレディ セレーノ スリムテーパードカット 3ストライプス パンツ IZA51 メンズ","https://m.media-amazon.com/images/I/711iu7-dR6L._AC_UL320_.jpg"
2,6,15,"B0CKXSV44G",true,3716,"JPY",4327,611,14.12,0,0,"https://www.amazon.jp/dp/B0CKXSV44G",0,false,false,false,false,"adidas(アディダス) ランニングシューズ コアランナー 5 ランニング NKE45 ユニセックス大人","https://m.media-amazon.com/images/I/61ZChSnAhsL._AC_UL320_.jpg"
